timeStamp,solarRadiation
2.01101E+11,673
2.01101E+11,673
2.01101E+11,673
2.01101E+11,673
2.01101E+11,649
2.01101E+11,649
2.01101E+11,649
2.01101E+11,649
2.01101E+11,649
2.01101E+11,489
2.01101E+11,489
2.01101E+11,489
2.01101E+11,489
2.01101E+11,268
2.01101E+11,268
2.01101E+11,268
2.01101E+11,268
2.01101E+11,35
2.01101E+11,35
2.01101E+11,35
2.01101E+11,35
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,4
2.01101E+11,4
2.01101E+11,4
2.01101E+11,4
2.01101E+11,136
2.01101E+11,136
2.01101E+11,136
2.01101E+11,136
2.01101E+11,283
2.01101E+11,283
2.01101E+11,283
2.01101E+11,283
2.01101E+11,283
2.01101E+11,511
2.01101E+11,511
2.01101E+11,511
2.01101E+11,556
2.01101E+11,556
2.01101E+11,556
2.01101E+11,556
2.01101E+11,556
2.01101E+11,719
2.01101E+11,719
2.01101E+11,719
2.01101E+11,719
2.01101E+11,719
2.01101E+11,720
2.01101E+11,720
2.01101E+11,720
2.01101E+11,720
2.01101E+11,720
2.01101E+11,645
2.01101E+11,645
2.01101E+11,645
2.01101E+11,645
2.01101E+11,645
2.01101E+11,505
2.01101E+11,505
2.01101E+11,505
2.01101E+11,505
2.01101E+11,505
2.01101E+11,273
2.01101E+11,273
2.01101E+11,273
2.01101E+11,273
2.01101E+11,273
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,107
2.01101E+11,107
2.01101E+11,107
2.01101E+11,107
2.01101E+11,107
2.01101E+11,319
2.01101E+11,319
2.01101E+11,319
2.01101E+11,319
2.01101E+11,319
2.01101E+11,498
2.01101E+11,498
2.01101E+11,498
2.01101E+11,498
2.01101E+11,498
2.01101E+11,534
2.01101E+11,534
2.01101E+11,534
2.01101E+11,534
2.01101E+11,534
2.01101E+11,710
2.01101E+11,710
2.01101E+11,710
2.01101E+11,710
2.01101E+11,710
2.01101E+11,707
2.01101E+11,707
2.01101E+11,707
2.01101E+11,707
2.01101E+11,707
2.01101E+11,636
2.01101E+11,636
2.01101E+11,636
2.01101E+11,636
2.01101E+11,636
2.01101E+11,478
2.01101E+11,478
2.01101E+11,478
2.01101E+11,478
2.01101E+11,478
2.01101E+11,243
2.01101E+11,243
2.01101E+11,243
2.01101E+11,243
2.01101E+11,243
2.01101E+11,41
2.01101E+11,41
2.01101E+11,41
2.01101E+11,41
2.01101E+11,41
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,1
2.01101E+11,1
2.01101E+11,69
2.01101E+11,69
2.01101E+11,69
2.01101E+11,69
2.01101E+11,69
2.01101E+11,216
2.01101E+11,216
2.01101E+11,216
2.01101E+11,338
2.01101E+11,338
2.01101E+11,338
2.01101E+11,338
2.01101E+11,338
2.01101E+11,490
2.01101E+11,490
2.01101E+11,490
2.01101E+11,556
2.01101E+11,556
2.01101E+11,556
2.01101E+11,556
2.01101E+11,556
2.01101E+11,600
2.01101E+11,600
2.01101E+11,600
2.01101E+11,600
2.01101E+11,600
2.01101E+11,386
2.01101E+11,386
2.01101E+11,386
2.01101E+11,386
2.01101E+11,386
2.01101E+11,266
2.01101E+11,266
2.01101E+11,266
2.01101E+11,266
2.01101E+11,123
2.01101E+11,123
2.01101E+11,123
2.01101E+11,123
2.01101E+11,123
2.01101E+11,27
2.01101E+11,27
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,55
2.01101E+11,162
2.01101E+11,162
2.01101E+11,304
2.01101E+11,304
2.01101E+11,466
2.01101E+11,466
2.01101E+11,466
2.01101E+11,466
2.01101E+11,466
2.01101E+11,610
2.01101E+11,610
2.01101E+11,610
2.01101E+11,610
2.01101E+11,454
2.01101E+11,454
2.01101E+11,454
2.01101E+11,454
2.01101E+11,454
2.01101E+11,481
2.01101E+11,481
2.01101E+11,481
2.01101E+11,481
2.01101E+11,481
2.01101E+11,301
2.01101E+11,301
2.01101E+11,148
2.01101E+11,148
2.01101E+11,52
2.01101E+11,52
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,88
2.01101E+11,88
2.01101E+11,88
2.01101E+11,88
2.01101E+11,88
2.01101E+11,321
2.01101E+11,321
2.01101E+11,321
2.01101E+11,321
2.01101E+11,321
2.01101E+11,512
2.01101E+11,512
2.01101E+11,512
2.01101E+11,512
2.01101E+11,512
2.01101E+11,477
2.01101E+11,477
2.01101E+11,477
2.01101E+11,477
2.01101E+11,477
2.01101E+11,727
2.01101E+11,727
2.01101E+11,727
2.01101E+11,727
2.01101E+11,727
2.01101E+11,731
2.01101E+11,731
2.01101E+11,731
2.01101E+11,731
2.01101E+11,731
2.01101E+11,657
2.01101E+11,657
2.01101E+11,657
2.01101E+11,657
2.01101E+11,657
2.01101E+11,515
2.01101E+11,515
2.01101E+11,515
2.01101E+11,515
2.01101E+11,515
2.01101E+11,297
2.01101E+11,297
2.01101E+11,297
2.01101E+11,297
2.01101E+11,297
2.01101E+11,47
2.01101E+11,47
2.01101E+11,47
2.01101E+11,47
2.01101E+11,47
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,99
2.01101E+11,99
2.01101E+11,99
2.01101E+11,99
2.01101E+11,99
2.01101E+11,314
2.01101E+11,314
2.01101E+11,314
2.01101E+11,314
2.01101E+11,314
2.01101E+11,502
2.01101E+11,502
2.01101E+11,502
2.01101E+11,502
2.01101E+11,502
2.01101E+11,474
2.01101E+11,474
2.01101E+11,474
2.01101E+11,474
2.01101E+11,474
2.01101E+11,716
2.01101E+11,716
2.01101E+11,716
2.01101E+11,716
2.01101E+11,716
2.01101E+11,721
2.01101E+11,721
2.01101E+11,721
2.01101E+11,721
2.01101E+11,721
2.01101E+11,648
2.01101E+11,648
2.01101E+11,648
2.01101E+11,648
2.01101E+11,648
2.01101E+11,511
2.01101E+11,511
2.01101E+11,511
2.01101E+11,511
2.01101E+11,511
2.01101E+11,299
2.01101E+11,299
2.01101E+11,299
2.01101E+11,299
2.01101E+11,299
2.01101E+11,53
2.01101E+11,53
2.01101E+11,53
2.01101E+11,53
2.01101E+11,53
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,104
2.01101E+11,104
2.01101E+11,104
2.01101E+11,104
2.01101E+11,104
2.01101E+11,317
2.01101E+11,317
2.01101E+11,317
2.01101E+11,317
2.01101E+11,317
2.01101E+11,508
2.01101E+11,508
2.01101E+11,508
2.01101E+11,508
2.01101E+11,508
2.01101E+11,522
2.01101E+11,522
2.01101E+11,522
2.01101E+11,522
2.01101E+11,522
2.01101E+11,726
2.01101E+11,726
2.01101E+11,726
2.01101E+11,726
2.01101E+11,726
2.01101E+11,709
2.01101E+11,709
2.01101E+11,709
2.01101E+11,709
2.01101E+11,709
2.01101E+11,614
2.01101E+11,614
2.01101E+11,614
2.01101E+11,614
2.01101E+11,614
2.01101E+11,430
2.01101E+11,430
2.01101E+11,430
2.01101E+11,430
2.01101E+11,430
2.01101E+11,264
2.01101E+11,264
2.01101E+11,264
2.01101E+11,264
2.01101E+11,264
2.01101E+11,59
2.01101E+11,59
2.01101E+11,59
2.01101E+11,59
2.01101E+11,59
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,108
2.01101E+11,108
2.01101E+11,108
2.01101E+11,108
2.01101E+11,108
2.01101E+11,323
2.01101E+11,323
2.01101E+11,323
2.01101E+11,323
2.01101E+11,323
2.01101E+11,521
2.01101E+11,521
2.01101E+11,521
2.01101E+11,521
2.01101E+11,521
2.01101E+11,558
2.01101E+11,558
2.01101E+11,558
2.01101E+11,558
2.01101E+11,558
2.01101E+11,715
2.01101E+11,715
2.01101E+11,715
2.01101E+11,715
2.01101E+11,715
2.01101E+11,517
2.01101E+11,517
2.01101E+11,517
2.01101E+11,517
2.01101E+11,517
2.01101E+11,299
2.01101E+11,299
2.01101E+11,299
2.01101E+11,299
2.01101E+11,299
2.01101E+11,336
2.01101E+11,336
2.01101E+11,336
2.01101E+11,336
2.01101E+11,336
2.01101E+11,207
2.01101E+11,207
2.01101E+11,207
2.01101E+11,207
2.01101E+11,207
2.01101E+11,52
2.01101E+11,52
2.01101E+11,52
2.01101E+11,52
2.01101E+11,52
2.01101E+11,1
2.01101E+11,1
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,2
2.01101E+11,2
2.01101E+11,107
2.01101E+11,107
2.01101E+11,107
2.01101E+11,107
2.01101E+11,320
2.01101E+11,320
2.01101E+11,511
2.01101E+11,511
2.01101E+11,511
2.01101E+11,511
2.01101E+11,511
2.01101E+11,561
2.01101E+11,561
2.01101E+11,561
2.01101E+11,561
2.01101E+11,561
2.01101E+11,732
2.01101E+11,732
2.01101E+11,732
2.01101E+11,732
2.01101E+11,732
2.01101E+11,735
2.01101E+11,735
2.01101E+11,735
2.01101E+11,735
2.01101E+11,735
2.01101E+11,665
2.01101E+11,665
2.01101E+11,665
2.01101E+11,665
2.01101E+11,665
2.01101E+11,532
2.01101E+11,532
2.01101E+11,532
2.01101E+11,532
2.01101E+11,532
2.01101E+11,259
2.01101E+11,259
2.01101E+11,259
2.01101E+11,259
2.01101E+11,259
2.01101E+11,70
2.01101E+11,70
2.01101E+11,1
2.01101E+11,1
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,77
2.01101E+11,77
2.01101E+11,77
2.01101E+11,77
2.01101E+11,77
2.01101E+11,327
2.01101E+11,327
2.01101E+11,327
2.01101E+11,327
2.01101E+11,327
2.01101E+11,501
2.01101E+11,501
2.01101E+11,501
2.01101E+11,501
2.01101E+11,551
2.01101E+11,551
2.01101E+11,551
2.01101E+11,551
2.01101E+11,551
2.01101E+11,724
2.01101E+11,724
2.01101E+11,724
2.01101E+11,724
2.01101E+11,724
2.01101E+11,729
2.01101E+11,729
2.01101E+11,729
2.01101E+11,729
2.01101E+11,661
2.01101E+11,661
2.01101E+11,661
2.01101E+11,661
2.01101E+11,661
2.01101E+11,523
2.01101E+11,523
2.01101E+11,523
2.01101E+11,523
2.01101E+11,523
2.01101E+11,331
2.01101E+11,331
2.01101E+11,331
2.01101E+11,331
2.01101E+11,331
2.01101E+11,87
2.01101E+11,87
2.01101E+11,87
2.01101E+11,87
2.01101E+11,87
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,113
2.01101E+11,113
2.01101E+11,113
2.01101E+11,113
2.01101E+11,329
2.01101E+11,329
2.01101E+11,329
2.01101E+11,329
2.01101E+11,329
2.01101E+11,525
2.01101E+11,525
2.01101E+11,525
2.01101E+11,525
2.01101E+11,525
2.01101E+11,568
2.01101E+11,568
2.01101E+11,568
2.01101E+11,568
2.01101E+11,568
2.01101E+11,743
2.01101E+11,743
2.01101E+11,743
2.01101E+11,743
2.01101E+11,743
2.01101E+11,747
2.01101E+11,747
2.01101E+11,747
2.01101E+11,747
2.01101E+11,747
2.01101E+11,676
2.01101E+11,676
2.01101E+11,676
2.01101E+11,676
2.01101E+11,676
2.01101E+11,538
2.01101E+11,538
2.01101E+11,538
2.01101E+11,538
2.01101E+11,538
2.01101E+11,344
2.01101E+11,344
2.01101E+11,344
2.01101E+11,344
2.01101E+11,344
2.01101E+11,95
2.01101E+11,95
2.01101E+11,95
2.01101E+11,95
2.01101E+11,95
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,2
2.01101E+11,110
2.01101E+11,110
2.01101E+11,110
2.01101E+11,110
2.01101E+11,110
2.01101E+11,327
2.01101E+11,327
2.01101E+11,327
2.01101E+11,327
2.01101E+11,327
2.01101E+11,525
2.01101E+11,525
2.01101E+11,525
2.01101E+11,525
2.01101E+11,525
2.01101E+11,565
2.01101E+11,565
2.01101E+11,565
2.01101E+11,565
2.01101E+11,565
2.01101E+11,741
2.01101E+11,741
2.01101E+11,741
2.01101E+11,741
2.01101E+11,741
2.01101E+11,750
2.01101E+11,750
2.01101E+11,750
2.01101E+11,750
2.01101E+11,750
2.01101E+11,685
2.01101E+11,685
2.01101E+11,685
2.01101E+11,685
2.01101E+11,685
2.01101E+11,550
2.01101E+11,550
2.01101E+11,550
2.01101E+11,550
2.01101E+11,550
2.01101E+11,357
2.01101E+11,357
2.01101E+11,357
2.01101E+11,357
2.01101E+11,357
2.01101E+11,103
2.01101E+11,103
2.01101E+11,103
2.01101E+11,103
2.01101E+11,103
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,1
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
2.01101E+11,0
